partner_id	evaluationId	announcementId	announcementNo	announcementTitle	branchName	workStatus	evaluationStatus	priority	bidType	category	prefecture	publishDate	deadline	evaluatedAt	organization
ptn-68	548	ann-92	92	治山工事（下流工区）	沖縄支店	in_progress	all_met	4	open_competitive	土木工事	北海道	2025-11-14	2025-12-18	2025-11-16T16:49:00	国土交通省 関東地方整備局
ptn-68	535	ann-90	90	法面保護工事（第四地区・第10工区）	関東支店	in_progress	all_met	4	other	土木工事	北海道	2025-11-12	2025-12-17	2025-11-13T12:18:00	国土交通省 関東地方整備局
ptn-68	509	ann-85	85	空港誘導路整備工事（中央地区・第5工区）	千葉支店	completed	unmet	5	preferred_designation	舗装工事	鹿児島県	2025-11-09	2025-12-16	2025-11-11T13:16:00	国土交通省 関東地方整備局
ptn-68	522	ann-87	87	砂防堰堤工事（第一工区）	東京支店	not_started	unmet	5	document_request	土木工事	沖縄県	2025-11-11	2025-12-16	2025-11-14T17:47:00	国土交通省 関東地方整備局
ptn-68	483	ann-81	81	令和8年度 北地区港湾浚渫工事	静岡支店	not_started	other_only_unmet	4	designated_competitive	土木工事	長崎県	2025-11-16	2025-12-15	2025-11-19T14:14:00	国土交通省 関東地方整備局
ptn-68	496	ann-83	83	漁港整備工事（第3期）	大阪支店	in_progress	unmet	5	negotiated_contract	土木工事	大分県	2025-11-11	2025-12-15	2025-11-12T09:45:00	国土交通省 関東地方整備局
ptn-68	470	ann-79	79	乙親水公園整備工事その9	福岡支店	completed	all_met	3	open_competitive	造園工事	福岡県	2025-11-06	2025-12-14	2025-11-08T10:43:00	国土交通省 関東地方整備局
ptn-69	568	ann-95	95	防犯カメラ設置工事（A地区・第5工区）	北陸支店	in_progress	unmet	5	open_competitive	電気工事	宮城県	2025-11-09	2025-12-19	2025-11-10T09:09:00	国土交通省 関東地方整備局
ptn-69	542	ann-91	91	令和6年度 上流地区落石対策工事	九州支店	not_started	all_met	4	open_competitive	土木工事	北海道	2025-11-18	2025-12-18	2025-11-20T10:07:00	国土交通省 関東地方整備局
ptn-69	555	ann-93	93	電線共同溝整備工事（第3期）	札幌支店	in_progress	other_only_unmet	5	open_competitive	電気工事	青森県	2025-11-13	2025-12-18	2025-11-16T14:38:00	国土交通省 関東地方整備局
ptn-69	529	ann-89	89	第三地すべり対策工事その9	広島支店	completed	all_met	3	unknown	土木工事	北海道	2025-11-16	2025-12-17	2025-11-17T15:36:00	国土交通省 関東地方整備局
ptn-69	516	ann-86	86	令和7年度 本地区空港照明設備工事	本店	in_progress	unmet	5	open_counter	電気工事	沖縄県	2025-11-17	2025-12-16	2025-11-20T11:05:00	国土交通省 関東地方整備局
ptn-69	490	ann-82	82	港湾防波堤工事（南工区）	横浜支店	completed	unmet	4	designated_competitive	土木工事	熊本県	2025-11-06	2025-12-15	2025-11-07T12:03:00	国土交通省 関東地方整備局
ptn-69	503	ann-84	84	西空港滑走路補修工事その4	京都支店	not_started	unmet	5	planning_competition	舗装工事	宮崎県	2025-11-11	2025-12-15	2025-11-13T16:34:00	国土交通省 関東地方整備局
ptn-69	477	ann-80	80	港湾岸壁補強工事（丙地区・第10工区）	新潟支店	in_progress	other_only_unmet	4	open_competitive	土木工事	佐賀県	2025-11-10	2025-12-14	2025-11-13T17:32:00	国土交通省 関東地方整備局
ptn-70	588	ann-98	98	情報通信設備工事（第8期）	千葉支店	in_progress	unmet	3	negotiated_contract	電気通信工事	山形県	2025-11-22	2025-12-20	2025-11-25T11:29:00	国土交通省 関東地方整備局
ptn-70	575	ann-96	96	令和8年度 B地区光ファイバー敷設工事	大阪支店	in_progress	unmet	2	designated_competitive	電気通信工事	宮城県	2025-11-14	2025-12-19	2025-11-16T16:58:00	国土交通省 関東地方整備局
ptn-70	549	ann-92	92	治山工事（下流工区）	福岡支店	completed	other_only_unmet	5	open_competitive	土木工事	北海道	2025-11-14	2025-12-18	2025-11-17T17:56:00	国土交通省 関東地方整備局
ptn-70	562	ann-94	94	右岸街路灯設置工事その4	静岡支店	not_started	unmet	5	open_competitive	電気工事	岩手県	2025-11-17	2025-12-18	2025-11-18T12:27:00	国土交通省 関東地方整備局
ptn-70	523	ann-88	88	急傾斜地対策工事（第8期）	仙台支店	not_started	all_met	3	opinion_request	土木工事	北海道	2025-11-10	2025-12-17	2025-11-11T09:54:00	国土交通省 関東地方整備局
ptn-70	536	ann-90	90	法面保護工事（第四地区・第10工区）	四国支店	in_progress	all_met	4	other	土木工事	北海道	2025-11-12	2025-12-17	2025-11-14T13:25:00	国土交通省 関東地方整備局
ptn-70	510	ann-85	85	空港誘導路整備工事（中央地区・第5工区）	東北支店	completed	unmet	5	preferred_designation	舗装工事	鹿児島県	2025-11-09	2025-12-16	2025-11-12T14:23:00	国土交通省 関東地方整備局
ptn-70	484	ann-81	81	令和8年度 北地区港湾浚渫工事	東京支店	not_started	unmet	4	designated_competitive	土木工事	長崎県	2025-11-16	2025-12-15	2025-11-17T15:21:00	国土交通省 関東地方整備局
ptn-70	497	ann-83	83	漁港整備工事（第3期）	神戸支店	in_progress	unmet	5	negotiated_contract	土木工事	大分県	2025-11-11	2025-12-15	2025-11-13T10:52:00	国土交通省 関東地方整備局
ptn-71	608	ann-102	102	地下タンク撤去工事（南工区）	広島支店	in_progress	all_met	5	document_request	解体工事	栃木県	2025-11-20	2025-12-21	2025-11-22T13:49:00	国土交通省 近畿地方整備局
ptn-71	595	ann-100	100	橋梁撤去工事（丙地区・第10工区）	東北支店	in_progress	all_met	5	preferred_designation	解体工事	福島県	2025-11-20	2025-12-20	2025-11-21T09:18:00	国土交通省 関東地方整備局
ptn-71	569	ann-95	95	防犯カメラ設置工事（A地区・第5工区）	横浜支店	completed	unmet	2	open_competitive	電気工事	宮城県	2025-11-09	2025-12-19	2025-11-11T10:16:00	国土交通省 関東地方整備局
ptn-71	582	ann-97	97	交通信号機設置工事（C工区）	京都支店	not_started	unmet	3	designated_competitive	電気工事	秋田県	2025-11-17	2025-12-19	2025-11-20T14:47:00	国土交通省 関東地方整備局
ptn-71	543	ann-91	91	令和6年度 上流地区落石対策工事	名古屋支店	not_started	other_only_unmet	5	open_competitive	土木工事	北海道	2025-11-18	2025-12-18	2025-11-21T11:14:00	国土交通省 関東地方整備局
ptn-71	556	ann-93	93	電線共同溝整備工事（第3期）	新潟支店	in_progress	unmet	5	open_competitive	電気工事	青森県	2025-11-13	2025-12-18	2025-11-14T15:45:00	国土交通省 関東地方整備局
ptn-71	530	ann-89	89	第三地すべり対策工事その9	北陸支店	completed	all_met	4	unknown	土木工事	北海道	2025-11-16	2025-12-17	2025-11-18T16:43:00	国土交通省 関東地方整備局
ptn-71	517	ann-87	87	砂防堰堤工事（第一工区）	札幌支店	in_progress	all_met	3	document_request	土木工事	沖縄県	2025-11-11	2025-12-16	2025-11-12T12:12:00	国土交通省 関東地方整備局
ptn-71	491	ann-82	82	港湾防波堤工事（南工区）	関東支店	not_started	unmet	5	designated_competitive	土木工事	熊本県	2025-11-06	2025-12-15	2025-11-08T13:10:00	国土交通省 関東地方整備局
ptn-71	504	ann-84	84	西空港滑走路補修工事その4	沖縄支店	not_started	unmet	5	planning_competition	舗装工事	宮崎県	2025-11-11	2025-12-15	2025-11-14T17:41:00	国土交通省 関東地方整備局
ptn-72	602	ann-101	101	令和7年度 北地区アスベスト除去工事	仙台支店	not_started	all_met	5	open_counter	解体工事	茨城県	2025-11-17	2025-12-21	2025-11-19T16:07:00	国土交通省 関東地方整備局
ptn-72	615	ann-103	103	太陽光発電設備設置工事（第3期）	四国支店	in_progress	other_only_unmet	5	opinion_request	電気工事	群馬県	2025-11-10	2025-12-21	2025-11-13T11:38:00	国土交通省 九州地方整備局
ptn-72	589	ann-99	99	乙建物解体工事その9	沖縄支店	completed	all_met	4	planning_competition	解体工事	福島県	2025-11-22	2025-12-20	2025-11-23T12:36:00	国土交通省 関東地方整備局
ptn-72	576	ann-96	96	令和8年度 B地区光ファイバー敷設工事	神戸支店	in_progress	unmet	3	designated_competitive	電気通信工事	宮城県	2025-11-14	2025-12-19	2025-11-17T17:05:00	国土交通省 関東地方整備局
ptn-72	550	ann-92	92	治山工事（下流工区）	千葉支店	completed	unmet	5	open_competitive	土木工事	北海道	2025-11-14	2025-12-18	2025-11-15T09:03:00	国土交通省 関東地方整備局
ptn-72	563	ann-94	94	右岸街路灯設置工事その4	東京支店	not_started	unmet	1	open_competitive	電気工事	岩手県	2025-11-17	2025-12-18	2025-11-19T13:34:00	国土交通省 関東地方整備局
ptn-72	524	ann-88	88	急傾斜地対策工事（第8期）	静岡支店	not_started	all_met	4	opinion_request	土木工事	北海道	2025-11-10	2025-12-17	2025-11-12T10:01:00	国土交通省 関東地方整備局
ptn-72	537	ann-90	90	法面保護工事（第四地区・第10工区）	大阪支店	in_progress	other_only_unmet	5	other	土木工事	北海道	2025-11-12	2025-12-17	2025-11-15T14:32:00	国土交通省 関東地方整備局
ptn-72	511	ann-86	86	令和7年度 本地区空港照明設備工事	福岡支店	not_started	all_met	3	open_counter	電気工事	沖縄県	2025-11-17	2025-12-16	2025-11-18T15:30:00	国土交通省 関東地方整備局
ptn-72	498	ann-83	83	漁港整備工事（第3期）	九州支店	in_progress	unmet	5	negotiated_contract	土木工事	大分県	2025-11-11	2025-12-15	2025-11-14T11:59:00	国土交通省 関東地方整備局
ptn-73	609	ann-102	102	地下タンク撤去工事（南工区）	北陸支店	completed	other_only_unmet	5	document_request	解体工事	栃木県	2025-11-20	2025-12-21	2025-11-23T14:56:00	国土交通省 近畿地方整備局
ptn-73	622	ann-104	104	西蓄電池設備設置工事その4	名古屋支店	not_started	unmet	3	unknown	電気工事	埼玉県	2025-11-11	2025-12-21	2025-11-12T09:27:00	国土交通省 東北地方整備局
ptn-73	583	ann-98	98	情報通信設備工事（第8期）	九州支店	not_started	all_met	4	negotiated_contract	電気通信工事	山形県	2025-11-22	2025-12-20	2025-11-23T15:54:00	国土交通省 関東地方整備局
ptn-73	596	ann-100	100	橋梁撤去工事（丙地区・第10工区）	札幌支店	in_progress	all_met	5	preferred_designation	解体工事	福島県	2025-11-20	2025-12-20	2025-11-22T10:25:00	国土交通省 関東地方整備局
ptn-73	570	ann-95	95	防犯カメラ設置工事（A地区・第5工区）	関東支店	completed	unmet	3	open_competitive	電気工事	宮城県	2025-11-09	2025-12-19	2025-11-12T11:23:00	国土交通省 関東地方整備局
ptn-73	544	ann-91	91	令和6年度 上流地区落石対策工事	京都支店	not_started	unmet	5	open_competitive	土木工事	北海道	2025-11-18	2025-12-18	2025-11-19T12:21:00	国土交通省 関東地方整備局
ptn-73	557	ann-93	93	電線共同溝整備工事（第3期）	本店	in_progress	unmet	5	open_competitive	電気工事	青森県	2025-11-13	2025-12-18	2025-11-15T16:52:00	国土交通省 関東地方整備局
ptn-73	531	ann-89	89	第三地すべり対策工事その9	横浜支店	not_started	other_only_unmet	5	unknown	土木工事	北海道	2025-11-16	2025-12-17	2025-11-19T17:50:00	国土交通省 関東地方整備局
ptn-73	505	ann-85	85	空港誘導路整備工事（中央地区・第5工区）	名古屋支店	in_progress	all_met	3	preferred_designation	舗装工事	鹿児島県	2025-11-09	2025-12-16	2025-11-10T09:48:00	国土交通省 関東地方整備局
ptn-73	518	ann-87	87	砂防堰堤工事（第一工区）	新潟支店	in_progress	all_met	4	document_request	土木工事	沖縄県	2025-11-11	2025-12-16	2025-11-13T13:19:00	国土交通省 関東地方整備局
ptn-74	629	ann-105	105	非常用発電機設置工事（中央地区・第5工区）	千葉支店	completed	unmet	4	other	電気工事	埼玉県	2025-11-11	2025-12-22	2025-11-13T16:16:00	国土交通省 北海道開発局
ptn-74	603	ann-101	101	令和7年度 北地区アスベスト除去工事	静岡支店	not_started	other_only_unmet	5	open_counter	解体工事	茨城県	2025-11-17	2025-12-21	2025-11-20T17:14:00	国土交通省 関東地方整備局
ptn-74	616	ann-103	103	太陽光発電設備設置工事（第3期）	大阪支店	in_progress	unmet	2	opinion_request	電気工事	群馬県	2025-11-10	2025-12-21	2025-11-11T12:45:00	国土交通省 九州地方整備局
ptn-74	590	ann-99	99	乙建物解体工事その9	福岡支店	completed	all_met	5	planning_competition	解体工事	福島県	2025-11-22	2025-12-20	2025-11-24T13:43:00	国土交通省 関東地方整備局
ptn-74	577	ann-97	97	交通信号機設置工事（C工区）	四国支店	in_progress	all_met	4	designated_competitive	電気工事	秋田県	2025-11-17	2025-12-19	2025-11-18T09:12:00	国土交通省 関東地方整備局
ptn-74	551	ann-92	92	治山工事（下流工区）	東北支店	not_started	unmet	5	open_competitive	土木工事	北海道	2025-11-14	2025-12-18	2025-11-16T10:10:00	国土交通省 関東地方整備局
ptn-74	564	ann-94	94	右岸街路灯設置工事その4	広島支店	not_started	unmet	3	open_competitive	電気工事	岩手県	2025-11-17	2025-12-18	2025-11-20T14:41:00	国土交通省 関東地方整備局
ptn-74	525	ann-88	88	急傾斜地対策工事（第8期）	東京支店	in_progress	other_only_unmet	5	opinion_request	土木工事	北海道	2025-11-10	2025-12-17	2025-11-13T11:08:00	国土交通省 関東地方整備局
ptn-74	538	ann-90	90	法面保護工事（第四地区・第10工区）	神戸支店	in_progress	unmet	5	other	土木工事	北海道	2025-11-12	2025-12-17	2025-11-13T15:39:00	国土交通省 関東地方整備局
ptn-74	512	ann-86	86	令和7年度 本地区空港照明設備工事	千葉支店	not_started	all_met	4	open_counter	電気工事	沖縄県	2025-11-17	2025-12-16	2025-11-19T16:37:00	国土交通省 関東地方整備局
ptn-75	636	ann-106	106	令和6年度 本地区受変電設備更新工事	本店	in_progress	unmet	4	open_competitive	電気工事	埼玉県	2025-11-24	2025-12-22	2025-11-27T14:05:00	国土交通省 中部地方整備局
ptn-75	610	ann-102	102	地下タンク撤去工事（南工区）	横浜支店	completed	unmet	2	document_request	解体工事	栃木県	2025-11-20	2025-12-21	2025-11-21T15:03:00	国土交通省 近畿地方整備局
ptn-75	623	ann-104	104	西蓄電池設備設置工事その4	京都支店	not_started	unmet	3	unknown	電気工事	埼玉県	2025-11-11	2025-12-21	2025-11-13T10:34:00	国土交通省 東北地方整備局
ptn-75	584	ann-98	98	情報通信設備工事（第8期）	名古屋支店	not_started	all_met	5	negotiated_contract	電気通信工事	山形県	2025-11-22	2025-12-20	2025-11-24T16:01:00	国土交通省 関東地方整備局
ptn-75	597	ann-100	100	橋梁撤去工事（丙地区・第10工区）	新潟支店	in_progress	other_only_unmet	5	preferred_designation	解体工事	福島県	2025-11-20	2025-12-20	2025-11-23T11:32:00	国土交通省 関東地方整備局
ptn-75	571	ann-96	96	令和8年度 B地区光ファイバー敷設工事	北陸支店	not_started	all_met	4	designated_competitive	電気通信工事	宮城県	2025-11-14	2025-12-19	2025-11-15T12:30:00	国土交通省 関東地方整備局
ptn-75	545	ann-91	91	令和6年度 上流地区落石対策工事	沖縄支店	in_progress	unmet	5	open_competitive	土木工事	北海道	2025-11-18	2025-12-18	2025-11-20T13:28:00	国土交通省 関東地方整備局
ptn-75	558	ann-93	93	電線共同溝整備工事（第3期）	仙台支店	in_progress	unmet	3	open_competitive	電気工事	青森県	2025-11-13	2025-12-18	2025-11-16T17:59:00	国土交通省 関東地方整備局
ptn-75	532	ann-89	89	第三地すべり対策工事その9	関東支店	not_started	unmet	5	unknown	土木工事	北海道	2025-11-16	2025-12-17	2025-11-17T09:57:00	国土交通省 関東地方整備局
ptn-75	519	ann-87	87	砂防堰堤工事（第一工区）	本店	completed	other_only_unmet	4	document_request	土木工事	沖縄県	2025-11-11	2025-12-16	2025-11-14T14:26:00	国土交通省 関東地方整備局
ptn-76															
ptn-77	533	ann-89	89	第三地すべり対策工事その9	四国支店	not_started	unmet	5	unknown	土木工事	北海道	2025-11-16	2025-12-17	2025-11-18T10:04:00	国土交通省 関東地方整備局
ptn-78	553	ann-93	93	電線共同溝整備工事（第3期）	千葉支店	not_started	all_met	4	open_competitive	電気工事	青森県	2025-11-13	2025-12-18	2025-11-14T12:24:00	国土交通省 関東地方整備局
ptn-78	540	ann-90	90	法面保護工事（第四地区・第10工区）	名古屋支店	completed	unmet	2	other	土木工事	北海道	2025-11-12	2025-12-17	2025-11-15T17:53:00	国土交通省 関東地方整備局
ptn-79	573	ann-96	96	令和8年度 B地区光ファイバー敷設工事	関東支店	not_started	other_only_unmet	5	designated_competitive	電気通信工事	宮城県	2025-11-14	2025-12-19	2025-11-17T14:44:00	国土交通省 関東地方整備局
ptn-79	547	ann-92	92	治山工事（下流工区）	京都支店	in_progress	all_met	4	open_competitive	土木工事	北海道	2025-11-14	2025-12-18	2025-11-15T15:42:00	国土交通省 関東地方整備局
ptn-79	560	ann-94	94	右岸街路灯設置工事その4	本店	completed	all_met	5	open_competitive	電気工事	岩手県	2025-11-17	2025-12-18	2025-11-19T10:13:00	国土交通省 関東地方整備局
ptn-80	593	ann-99	99	乙建物解体工事その9	札幌支店	not_started	unmet	3	planning_competition	解体工事	福島県	2025-11-22	2025-12-20	2025-11-24T16:04:00	国土交通省 関東地方整備局
ptn-80	567	ann-95	95	防犯カメラ設置工事（A地区・第5工区）	広島支店	in_progress	other_only_unmet	5	open_competitive	電気工事	宮城県	2025-11-09	2025-12-19	2025-11-12T17:02:00	国土交通省 関東地方整備局
ptn-80	580	ann-97	97	交通信号機設置工事（C工区）	九州支店	completed	unmet	5	designated_competitive	電気工事	秋田県	2025-11-17	2025-12-19	2025-11-18T12:33:00	国土交通省 関東地方整備局
ptn-80	554	ann-93	93	電線共同溝整備工事（第3期）	東北支店	not_started	all_met	4	open_competitive	電気工事	青森県	2025-11-13	2025-12-18	2025-11-15T13:31:00	国土交通省 関東地方整備局
ptn-81	613	ann-103	103	太陽光発電設備設置工事（第3期）	横浜支店	not_started	all_met	5	opinion_request	電気工事	群馬県	2025-11-10	2025-12-21	2025-11-11T09:24:00	国土交通省 九州地方整備局
ptn-81	587	ann-98	98	情報通信設備工事（第8期）	福岡支店	in_progress	unmet	2	negotiated_contract	電気通信工事	山形県	2025-11-22	2025-12-20	2025-11-24T10:22:00	国土交通省 関東地方整備局
ptn-81	600	ann-100	100	橋梁撤去工事（丙地区・第10工区）	静岡支店	completed	unmet	4	preferred_designation	解体工事	福島県	2025-11-20	2025-12-20	2025-11-23T14:53:00	国土交通省 関東地方整備局
ptn-81	574	ann-96	96	令和8年度 B地区光ファイバー敷設工事	四国支店	not_started	unmet	5	designated_competitive	電気通信工事	宮城県	2025-11-14	2025-12-19	2025-11-15T15:51:00	国土交通省 関東地方整備局
ptn-81	561	ann-94	94	右岸街路灯設置工事その4	仙台支店	not_started	other_only_unmet	5	open_competitive	電気工事	岩手県	2025-11-17	2025-12-18	2025-11-20T11:20:00	国土交通省 関東地方整備局
ptn-82	633	ann-106	106	令和6年度 本地区受変電設備更新工事	東北支店	not_started	other_only_unmet	1	open_competitive	電気工事	埼玉県	2025-11-24	2025-12-22	2025-11-27T11:44:00	国土交通省 中部地方整備局
ptn-82	607	ann-102	102	地下タンク撤去工事（南工区）	東京支店	in_progress	all_met	5	document_request	解体工事	栃木県	2025-11-20	2025-12-21	2025-11-21T12:42:00	国土交通省 近畿地方整備局
ptn-82	620	ann-104	104	西蓄電池設備設置工事その4	神戸支店	completed	all_met	5	unknown	電気工事	埼玉県	2025-11-11	2025-12-21	2025-11-13T16:13:00	国土交通省 東北地方整備局
ptn-82	594	ann-99	99	乙建物解体工事その9	新潟支店	not_started	unmet	3	planning_competition	解体工事	福島県	2025-11-22	2025-12-20	2025-11-25T17:11:00	国土交通省 関東地方整備局
ptn-82	568	ann-95	95	防犯カメラ設置工事（A地区・第5工区）	北陸支店	in_progress	unmet	5	open_competitive	電気工事	宮城県	2025-11-09	2025-12-19	2025-11-10T09:09:00	国土交通省 関東地方整備局
ptn-82	581	ann-97	97	交通信号機設置工事（C工区）	名古屋支店	not_started	unmet	2	designated_competitive	電気工事	秋田県	2025-11-17	2025-12-19	2025-11-19T13:40:00	国土交通省 関東地方整備局
ptn-83	653	ann-109	109	第三駐車場整備工事その9	四国支店	not_started	unmet	4	open_competitive	土木工事	千葉県	2025-11-13	2025-12-23	2025-11-15T13:04:00	国土交通省 四国地方整備局
ptn-83	627	ann-105	105	非常用発電機設置工事（中央地区・第5工区）	沖縄支店	in_progress	other_only_unmet	1	other	電気工事	埼玉県	2025-11-11	2025-12-22	2025-11-14T14:02:00	国土交通省 北海道開発局
ptn-83	640	ann-107	107	消火設備更新工事（第一工区）	仙台支店	completed	unmet	3	open_competitive	消防施設工事	千葉県	2025-11-23	2025-12-22	2025-11-24T09:33:00	国土交通省 北陸地方整備局
ptn-83	601	ann-101	101	令和7年度 北地区アスベスト除去工事	本店	not_started	all_met	5	open_counter	解体工事	茨城県	2025-11-17	2025-12-21	2025-11-18T15:00:00	国土交通省 関東地方整備局
ptn-83	614	ann-103	103	太陽光発電設備設置工事（第3期）	関東支店	not_started	all_met	5	opinion_request	電気工事	群馬県	2025-11-10	2025-12-21	2025-11-12T10:31:00	国土交通省 九州地方整備局
ptn-83	588	ann-98	98	情報通信設備工事（第8期）	千葉支店	in_progress	unmet	3	negotiated_contract	電気通信工事	山形県	2025-11-22	2025-12-20	2025-11-25T11:29:00	国土交通省 関東地方整備局
ptn-83	575	ann-96	96	令和8年度 B地区光ファイバー敷設工事	大阪支店	in_progress	unmet	2	designated_competitive	電気通信工事	宮城県	2025-11-14	2025-12-19	2025-11-16T16:58:00	国土交通省 関東地方整備局
ptn-84	673	ann-113	113	道路維持修繕工事（第3期）	千葉支店	not_started	all_met	5	negotiated_contract	土木工事	東京都	2025-11-25	2025-12-24	2025-11-26T15:24:00	防衛省 北関東防衛局
ptn-84	647	ann-108	108	自動火災報知設備工事（第8期）	北陸支店	in_progress	unmet	4	open_competitive	消防施設工事	千葉県	2025-11-18	2025-12-23	2025-11-20T16:22:00	国土交通省 中国地方整備局
ptn-84	660	ann-110	110	立体駐車場建設工事（第四地区・第10工区）	名古屋支店	completed	unmet	5	open_competitive	建築工事	東京都	2025-11-17	2025-12-23	2025-11-20T11:53:00	国土交通省 沖縄総合事務局
ptn-84	634	ann-106	106	令和6年度 本地区受変電設備更新工事	札幌支店	not_started	unmet	3	open_competitive	電気工事	埼玉県	2025-11-24	2025-12-22	2025-11-25T12:51:00	国土交通省 中部地方整備局
ptn-84	608	ann-102	102	地下タンク撤去工事（南工区）	広島支店	in_progress	all_met	5	document_request	解体工事	栃木県	2025-11-20	2025-12-21	2025-11-22T13:49:00	国土交通省 近畿地方整備局
ptn-84	621	ann-104	104	西蓄電池設備設置工事その4	九州支店	not_started	other_only_unmet	5	unknown	電気工事	埼玉県	2025-11-11	2025-12-21	2025-11-14T17:20:00	国土交通省 東北地方整備局
ptn-84	595	ann-100	100	橋梁撤去工事（丙地区・第10工区）	東北支店	in_progress	all_met	5	preferred_designation	解体工事	福島県	2025-11-20	2025-12-20	2025-11-21T09:18:00	国土交通省 関東地方整備局
ptn-84	582	ann-97	97	交通信号機設置工事（C工区）	京都支店	not_started	unmet	3	designated_competitive	電気工事	秋田県	2025-11-17	2025-12-19	2025-11-20T14:47:00	国土交通省 関東地方整備局
ptn-85	693	ann-116	116	令和7年度 B地区歩道整備工事	関東支店	not_started	other_only_unmet	3	open_counter	土木工事	東京都	2025-11-25	2025-12-25	2025-11-28T17:44:00	法務省 東京矯正管区
ptn-85	667	ann-112	112	道路舗装工事（下流工区）	京都支店	in_progress	all_met	5	designated_competitive	舗装工事	東京都	2025-11-24	2025-12-24	2025-11-25T09:42:00	防衛省 東北防衛局
ptn-85	680	ann-114	114	右岸道路拡幅工事その4	本店	completed	all_met	2	planning_competition	土木工事	東京都	2025-11-15	2025-12-24	2025-11-17T13:13:00	防衛省 近畿中部防衛局
ptn-85	654	ann-109	109	第三駐車場整備工事その9	大阪支店	not_started	unmet	4	open_competitive	土木工事	千葉県	2025-11-13	2025-12-23	2025-11-16T14:11:00	国土交通省 四国地方整備局
ptn-85	628	ann-105	105	非常用発電機設置工事（中央地区・第5工区）	福岡支店	in_progress	unmet	3	other	電気工事	埼玉県	2025-11-11	2025-12-22	2025-11-12T15:09:00	国土交通省 北海道開発局
ptn-85	641	ann-107	107	消火設備更新工事（第一工区）	静岡支店	not_started	unmet	4	open_competitive	消防施設工事	千葉県	2025-11-23	2025-12-22	2025-11-25T10:40:00	国土交通省 北陸地方整備局
ptn-85	602	ann-101	101	令和7年度 北地区アスベスト除去工事	仙台支店	not_started	all_met	5	open_counter	解体工事	茨城県	2025-11-17	2025-12-21	2025-11-19T16:07:00	国土交通省 関東地方整備局
ptn-85	615	ann-103	103	太陽光発電設備設置工事（第3期）	四国支店	in_progress	other_only_unmet	5	opinion_request	電気工事	群馬県	2025-11-10	2025-12-21	2025-11-13T11:38:00	国土交通省 九州地方整備局
ptn-85	589	ann-99	99	乙建物解体工事その9	沖縄支店	completed	all_met	4	planning_competition	解体工事	福島県	2025-11-22	2025-12-20	2025-11-23T12:36:00	国土交通省 関東地方整備局
ptn-86	713	ann-119	119	乙道路照明設置工事その9	札幌支店	not_started	unmet	5	unknown	電気工事	東京都	2025-11-15	2025-12-26	2025-11-17T10:04:00	農林水産省 九州農政局
ptn-86	687	ann-115	115	道路新設工事（A地区・第5工区）	広島支店	in_progress	other_only_unmet	3	preferred_designation	土木工事	東京都	2025-11-25	2025-12-25	2025-11-28T11:02:00	防衛省 九州防衛局
ptn-86	700	ann-117	117	自転車道整備工事（C工区）	九州支店	completed	unmet	4	document_request	土木工事	東京都	2025-11-20	2025-12-25	2025-11-21T15:33:00	法務省 大阪矯正管区
ptn-86	661	ann-111	111	令和8年度 上流地区道路改良工事	神戸支店	not_started	all_met	5	designated_competitive	土木工事	東京都	2025-11-18	2025-12-24	2025-11-19T12:00:00	防衛省 北海道防衛局
ptn-86	674	ann-113	113	道路維持修繕工事（第3期）	東北支店	not_started	all_met	2	negotiated_contract	土木工事	東京都	2025-11-25	2025-12-24	2025-11-27T16:31:00	防衛省 北関東防衛局
ptn-86	648	ann-108	108	自動火災報知設備工事（第8期）	横浜支店	in_progress	unmet	4	open_competitive	消防施設工事	千葉県	2025-11-18	2025-12-23	2025-11-21T17:29:00	国土交通省 中国地方整備局
ptn-86	635	ann-106	106	令和6年度 本地区受変電設備更新工事	新潟支店	in_progress	unmet	4	open_competitive	電気工事	埼玉県	2025-11-24	2025-12-22	2025-11-26T13:58:00	国土交通省 中部地方整備局
ptn-86	609	ann-102	102	地下タンク撤去工事（南工区）	北陸支店	completed	other_only_unmet	5	document_request	解体工事	栃木県	2025-11-20	2025-12-21	2025-11-23T14:56:00	国土交通省 近畿地方整備局
ptn-86	622	ann-104	104	西蓄電池設備設置工事その4	名古屋支店	not_started	unmet	3	unknown	電気工事	埼玉県	2025-11-11	2025-12-21	2025-11-12T09:27:00	国土交通省 東北地方整備局
ptn-86	596	ann-100	100	橋梁撤去工事（丙地区・第10工区）	札幌支店	in_progress	all_met	5	preferred_designation	解体工事	福島県	2025-11-20	2025-12-20	2025-11-22T10:25:00	国土交通省 関東地方整備局
ptn-87	707	ann-118	118	交差点改良工事（第8期）	福岡支店	in_progress	unmet	5	opinion_request	土木工事	東京都	2025-11-20	2025-12-26	2025-11-22T13:22:00	農林水産省 関東農政局
ptn-87	720	ann-120	120	道路標識設置工事（丙地区・第10工区）	静岡支店	completed	unmet	5	other	土木工事	神奈川県	2025-11-22	2025-12-26	2025-11-25T17:53:00	林野庁 関東森林管理局
ptn-87	694	ann-116	116	令和7年度 B地区歩道整備工事	四国支店	not_started	unmet	4	open_counter	土木工事	東京都	2025-11-25	2025-12-25	2025-11-26T09:51:00	法務省 東京矯正管区
