partner_id	no	name	postalCode	address	phone	email	fax	url	surveyCount	rating	resultCount	representative	established	capital	employeeCount
ptn-139	139	株式会社三浦管工	650-0021	兵庫県神戸市中央区三宮町1-9-1	03-1138-5138	info@partner139.co.jp	03-1138-5139	https://www.partner139.co.jp	43	2.5	148	森隆夫	2017	3900000000	1390
ptn-140	140	岡本空調有限会社	630-8115	奈良県奈良市大宮町1-1-25	04-1139-5139	info@partner140.co.jp	04-1139-5140	https://www.partner140.co.jp	44	3	149	池田英二	2018	4000000000	1400
ptn-141	141	合同会社中島造園	640-8203	和歌山県和歌山市東蔵前丁3-6	05-1140-5140	info@partner141.co.jp	05-1140-5141		45	0	150	橋本正義	2019	4100000000	1410
ptn-142	142	松田エンジニアリング株式会社	680-0833	鳥取県鳥取市末広温泉町160	06-1141-5141	info@partner142.co.jp	06-1141-5142	https://www.partner142.co.jp	46	0.5	151	石川進	2020	4200000000	1420
ptn-143	143	有限会社原田テクノ	690-0887	島根県松江市殿町111	07-1142-5142	info@partner143.co.jp	07-1142-5143	https://www.partner143.co.jp	47	1	152	前田俊夫	1950	4300000000	1430
ptn-144	144	小野技研合同会社	700-0821	岡山県岡山市北区中山下1-8-45	08-1143-5143	info@partner144.co.jp	08-1143-5144	https://www.partner144.co.jp	48	1.5	153	小川明	1951	4400000000	1440
ptn-145	145	株式会社田村建設	730-0011	広島県広島市中区基町6-78	03-1144-5144	info@partner145.co.jp	03-1144-5145		49	2	154	長谷川守	1952	4500000000	1450
ptn-146	146	竹内土木有限会社	753-0074	山口県山口市中央4-5-16	04-1145-5145	info@partner146.co.jp	04-1145-5146	https://www.partner146.co.jp	50	2.5	155	藤田弘	1953	4600000000	1460
ptn-147	147	合同会社中川工業	770-0831	徳島県徳島市寺島本町西1-5	05-1146-5146	info@partner147.co.jp	05-1146-5147	https://www.partner147.co.jp	51	3	156	岡田功	1954	4700000000	1470
ptn-148	148	和田工務店株式会社	760-0023	香川県高松市寿町1-1-12	06-1147-5147	info@partner148.co.jp	06-1147-5148	https://www.partner148.co.jp	52	0	157	後藤隆	1955	4800000000	1480
ptn-149	149	有限会社石井組	790-0003	愛媛県松山市三番町4-7-2	07-1148-5148	info@partner149.co.jp	07-1148-5149		53	0.5	158	近藤誠一	1956	4900000000	1490
ptn-150	150	上田土建合同会社	780-0870	高知県高知市本町4-1-32	08-1149-5149	info@partner150.co.jp	08-1149-5150	https://www.partner150.co.jp	54	1	159	坂本龍馬	1957	5000000000	1500
ptn-151	151	株式会社山田建築	810-0001	福岡県福岡市中央区天神1-8-1	03-1150-5150	info@partner151.co.jp	03-1150-5151	https://www.partner151.co.jp	55	1.5	160	山田太郎	1958	100000000	1510
ptn-152	152	田中設備有限会社	812-0011	福岡県福岡市博多区博多駅前2-1-1	04-1151-5151	info@partner152.co.jp	04-1151-5152	https://www.partner152.co.jp	56	2	161	田中一郎	1959	200000000	1520
ptn-153	153	合同会社佐藤電気	840-0801	佐賀県佐賀市駅前中央1-4-17	05-1152-5152	info@partner153.co.jp	05-1152-5153		57	2.5	162	佐藤次郎	1960	300000000	1530
ptn-154	154	鈴木舗装株式会社	850-0057	長崎県長崎市大黒町3-1	06-1153-5153	info@partner154.co.jp	06-1153-5154	https://www.partner154.co.jp	58	3	163	鈴木三郎	1961	400000000	1540
ptn-155	155	有限会社高橋塗装	860-0806	熊本県熊本市中央区花畑町4-18	07-1154-5154	info@partner155.co.jp	07-1154-5155	https://www.partner155.co.jp	59	0	164	高橋四郎	1962	500000000	1550
ptn-156	156	渡辺防水合同会社	870-0035	大分県大分市中央町1-1-5	08-1155-5155	info@partner156.co.jp	08-1155-5156	https://www.partner156.co.jp	60	0.5	165	渡辺五郎	1963	600000000	1560
ptn-157	157	株式会社伊藤管工	880-0001	宮崎県宮崎市橘通西2-1-4	03-1156-5156	info@partner157.co.jp	03-1156-5157		61	1	166	伊藤六郎	1964	700000000	1570
ptn-158	158	中村空調有限会社	892-0842	鹿児島県鹿児島市東千石町1-38	04-1157-5157	info@partner158.co.jp	04-1157-5158	https://www.partner158.co.jp	62	1.5	167	中村七郎	1965	800000000	1580
ptn-159	159	合同会社小林造園	900-0015	沖縄県那覇市久茂地1-1-1	05-1158-5158	info@partner159.co.jp	05-1158-5159	https://www.partner159.co.jp	63	2	168	小林八郎	1966	900000000	1590
ptn-160	160	加藤エンジニアリング株式会社	001-0011	北海道札幌市北区北11条西4-2-1	06-1159-5159	info@partner160.co.jp	06-1159-5160	https://www.partner160.co.jp	64	2.5	169	加藤九郎	1967	1000000000	1600
ptn-161	161	有限会社吉田テクノ	030-0801	青森県青森市新町1-3-7	07-1160-5160	info@partner161.co.jp	07-1160-5161		65	3	170	吉田十郎	1968	1100000000	1610
ptn-162	162	山本技研合同会社	020-0022	岩手県盛岡市大通1-2-1	08-1161-5161	info@partner162.co.jp	08-1161-5162	https://www.partner162.co.jp	66	0	171	山本勝男	1969	1200000000	1620
ptn-163	163	株式会社松本建設	980-0021	宮城県仙台市青葉区中央2-9-27	03-1162-5162	info@partner163.co.jp	03-1162-5163	https://www.partner163.co.jp	67	0.5	172	松本正雄	1970	1300000000	1630
ptn-164	164	井上土木有限会社	010-0001	秋田県秋田市中通1-4-3	04-1163-5163	info@partner164.co.jp	04-1163-5164	https://www.partner164.co.jp	68	1	173	井上誠	1971	1400000000	1640
ptn-165	165	合同会社木村工業	990-0039	山形県山形市香澄町1-3-15	05-1164-5164	info@partner165.co.jp	05-1164-5165		69	1.5	174	木村健一	1972	1500000000	1650
ptn-166	166	林工務店株式会社	960-8031	福島県福島市栄町11-25	06-1165-5165	info@partner166.co.jp	06-1165-5166	https://www.partner166.co.jp	70	2	175	林和夫	1973	1600000000	1660
ptn-167	167	有限会社斎藤組	310-0801	茨城県水戸市桜川1-1-25	07-1166-5166	info@partner167.co.jp	07-1166-5167	https://www.partner167.co.jp	71	2.5	176	斎藤幸男	1974	1700000000	1670
ptn-168	168	清水土建合同会社	320-0033	栃木県宇都宮市本町4-15	08-1167-5167	info@partner168.co.jp	08-1167-5168	https://www.partner168.co.jp	72	3	177	清水浩二	1975	1800000000	1680
ptn-169	169	株式会社森建築	371-0026	群馬県前橋市大手町1-1-1	03-1168-5168	info@partner169.co.jp	03-1168-5169		73	0	178	森隆夫	1976	1900000000	1690
ptn-170	170	池田設備有限会社	330-0854	埼玉県さいたま市大宮区桜木町1-7-5	04-1169-5169	info@partner170.co.jp	04-1169-5170	https://www.partner170.co.jp	74	0.5	179	池田英二	1977	2000000000	1700
ptn-171	171	合同会社橋本電気	260-0015	千葉県千葉市中央区富士見2-3-1	05-1170-5170	info@partner171.co.jp	05-1170-5171	https://www.partner171.co.jp	75	1	180	橋本正義	1978	2100000000	1710
ptn-172	172	石川舗装株式会社	100-0005	東京都千代田区丸の内1-9-1	06-1171-5171	info@partner172.co.jp	06-1171-5172	https://www.partner172.co.jp	76	1.5	181	石川進	1979	2200000000	1720
ptn-173	173	有限会社前田塗装	135-0061	東京都江東区豊洲3-3-3	07-1172-5172	info@partner173.co.jp	07-1172-5173		77	2	182	前田俊夫	1980	2300000000	1730
ptn-174	174	小川防水合同会社	160-0023	東京都新宿区西新宿2-8-1	08-1173-5173	info@partner174.co.jp	08-1173-5174	https://www.partner174.co.jp	78	2.5	183	小川明	1981	2400000000	1740
ptn-175	175	株式会社長谷川管工	108-0075	東京都港区港南2-16-1	03-1174-5174	info@partner175.co.jp	03-1174-5175	https://www.partner175.co.jp	79	3	184	長谷川守	1982	2500000000	1750
ptn-176	176	藤田空調有限会社	220-0004	神奈川県横浜市西区北幸1-11-1	04-1175-5175	info@partner176.co.jp	04-1175-5176	https://www.partner176.co.jp	80	0	185	藤田弘	1983	2600000000	1760
ptn-177	177	合同会社岡田造園	222-0033	神奈川県横浜市港北区新横浜2-3-19	05-1176-5176	info@partner177.co.jp	05-1176-5177		81	0.5	186	岡田功	1984	2700000000	1770
ptn-178	178	後藤エンジニアリング株式会社	950-0087	新潟県新潟市中央区東大通1-2-23	06-1177-5177	info@partner178.co.jp	06-1177-5178	https://www.partner178.co.jp	82	1	187	後藤隆	1985	2800000000	1780
ptn-179	179	有限会社近藤テクノ	930-0004	富山県富山市桜橋通り3-1	07-1178-5178	info@partner179.co.jp	07-1178-5179	https://www.partner179.co.jp	83	1.5	188	近藤誠一	1986	2900000000	1790
ptn-180	180	坂本技研合同会社	920-0856	石川県金沢市昭和町16-1	08-1179-5179	info@partner180.co.jp	08-1179-5180	https://www.partner180.co.jp	84	2	189	坂本龍馬	1987	3000000000	1800
ptn-181	181	株式会社遠藤建設	910-0006	福井県福井市中央1-2-1	03-1180-5180	info@partner181.co.jp	03-1180-5181		85	2.5	190	山田太郎	1988	3100000000	1810
ptn-182	182	青木土木有限会社	400-0031	山梨県甲府市丸の内1-6-1	04-1181-5181	info@partner182.co.jp	04-1181-5182	https://www.partner182.co.jp	86	3	191	田中一郎	1989	3200000000	1820
ptn-183	183	合同会社村上工業	380-0936	長野県長野市岡田178-13	05-1182-5182	info@partner183.co.jp	05-1182-5183	https://www.partner183.co.jp	87	0	192	佐藤次郎	1990	3300000000	1830
ptn-184	184	太田工務店株式会社	500-8175	岐阜県岐阜市長住町2-6	06-1183-5183	info@partner184.co.jp	06-1183-5184	https://www.partner184.co.jp	88	0.5	193	鈴木三郎	1991	3400000000	1840
ptn-185	185	有限会社金子組	420-0853	静岡県静岡市葵区追手町9-6	07-1184-5184	info@partner185.co.jp	07-1184-5185		89	1	194	高橋四郎	1992	3500000000	1850
ptn-186	186	藤井土建合同会社	460-0003	愛知県名古屋市中区錦1-18-22	08-1185-5185	info@partner186.co.jp	08-1185-5186	https://www.partner186.co.jp	90	1.5	195	渡辺五郎	1993	3600000000	1860
ptn-187	187	株式会社福田建築	514-0009	三重県津市羽所町700	03-1186-5186	info@partner187.co.jp	03-1186-5187	https://www.partner187.co.jp	91	2	196	伊藤六郎	1994	3700000000	1870
ptn-188	188	西村設備有限会社	520-0044	滋賀県大津市京町3-1-1	04-1187-5187	info@partner188.co.jp	04-1187-5188	https://www.partner188.co.jp	92	2.5	197	中村七郎	1995	3800000000	1880
ptn-189	189	合同会社三浦電気	604-8005	京都府京都市中京区河原町通三条上る	05-1188-5188	info@partner189.co.jp	05-1188-5189		93	3	198	小林八郎	1996	3900000000	1890
ptn-190	190	岡本舗装株式会社	530-0001	大阪府大阪市北区梅田1-11-4	06-1189-5189	info@partner190.co.jp	06-1189-5190	https://www.partner190.co.jp	94	0	199	加藤九郎	1997	4000000000	1900
ptn-191	191	有限会社中島塗装	542-0076	大阪府大阪市中央区難波5-1-60	07-1190-5190	info@partner191.co.jp	07-1190-5191	https://www.partner191.co.jp	95	0.5	200	吉田十郎	1998	4100000000	1910
ptn-192	192	松田防水合同会社	650-0021	兵庫県神戸市中央区三宮町1-9-1	08-1191-5191	info@partner192.co.jp	08-1191-5192	https://www.partner192.co.jp	96	1	201	山本勝男	1999	4200000000	1920
ptn-193	193	株式会社原田管工	630-8115	奈良県奈良市大宮町1-1-25	03-1192-5192	info@partner193.co.jp	03-1192-5193		97	1.5	202	松本正雄	2000	4300000000	1930
ptn-194	194	小野空調有限会社	640-8203	和歌山県和歌山市東蔵前丁3-6	04-1193-5193	info@partner194.co.jp	04-1193-5194	https://www.partner194.co.jp	98	2	203	井上誠	2001	4400000000	1940
ptn-195	195	合同会社田村造園	680-0833	鳥取県鳥取市末広温泉町160	05-1194-5194	info@partner195.co.jp	05-1194-5195	https://www.partner195.co.jp	99	2.5	204	木村健一	2002	4500000000	1950
ptn-196	196	竹内エンジニアリング株式会社	690-0887	島根県松江市殿町111	06-1195-5195	info@partner196.co.jp	06-1195-5196	https://www.partner196.co.jp	100	3	205	林和夫	2003	4600000000	1960
ptn-197	197	有限会社中川テクノ	700-0821	岡山県岡山市北区中山下1-8-45	07-1196-5196	info@partner197.co.jp	07-1196-5197		101	0	206	斎藤幸男	2004	4700000000	1970
ptn-198	198	和田技研合同会社	730-0011	広島県広島市中区基町6-78	08-1197-5197	info@partner198.co.jp	08-1197-5198	https://www.partner198.co.jp	102	0.5	207	清水浩二	2005	4800000000	1980
ptn-199	199	株式会社石井建設	753-0074	山口県山口市中央4-5-16	03-1198-5198	info@partner199.co.jp	03-1198-5199	https://www.partner199.co.jp	103	1	208	森隆夫	2006	4900000000	1990
ptn-200	200	上田土木有限会社	770-0831	徳島県徳島市寺島本町西1-5	04-1199-5199	info@partner200.co.jp	04-1199-5200	https://www.partner200.co.jp	104	1.5	209	池田英二	2007	5000000000	2000
ptn-201	201	合同会社山田工業	760-0023	香川県高松市寿町1-1-12	05-1200-5200	info@partner201.co.jp	05-1200-5201		5	2	10	橋本正義	2008	100000000	10
ptn-202	202	田中工務店株式会社	790-0003	愛媛県松山市三番町4-7-2	06-1201-5201	info@partner202.co.jp	06-1201-5202	https://www.partner202.co.jp	6	2.5	11	石川進	2009	200000000	20
ptn-203	203	有限会社佐藤組	780-0870	高知県高知市本町4-1-32	07-1202-5202	info@partner203.co.jp	07-1202-5203	https://www.partner203.co.jp	7	3	12	前田俊夫	2010	300000000	30
ptn-204	204	鈴木土建合同会社	810-0001	福岡県福岡市中央区天神1-8-1	08-1203-5203	info@partner204.co.jp	08-1203-5204	https://www.partner204.co.jp	8	0	13	小川明	2011	400000000	40
ptn-205	205	株式会社高橋建築	812-0011	福岡県福岡市博多区博多駅前2-1-1	03-1204-5204	info@partner205.co.jp	03-1204-5205		9	0.5	14	長谷川守	2012	500000000	50
ptn-206	206	渡辺設備有限会社	840-0801	佐賀県佐賀市駅前中央1-4-17	04-1205-5205	info@partner206.co.jp	04-1205-5206	https://www.partner206.co.jp	10	1	15	藤田弘	2013	600000000	60
ptn-207	207	合同会社伊藤電気	850-0057	長崎県長崎市大黒町3-1	05-1206-5206	info@partner207.co.jp	05-1206-5207	https://www.partner207.co.jp	11	1.5	16	岡田功	2014	700000000	70
ptn-208	208	中村舗装株式会社	860-0806	熊本県熊本市中央区花畑町4-18	06-1207-5207	info@partner208.co.jp	06-1207-5208	https://www.partner208.co.jp	12	2	17	後藤隆	2015	800000000	80
ptn-209	209	有限会社小林塗装	870-0035	大分県大分市中央町1-1-5	07-1208-5208	info@partner209.co.jp	07-1208-5209		13	2.5	18	近藤誠一	2016	900000000	90
ptn-210	210	加藤防水合同会社	880-0001	宮崎県宮崎市橘通西2-1-4	08-1209-5209	info@partner210.co.jp	08-1209-5210	https://www.partner210.co.jp	14	3	19	坂本龍馬	2017	1000000000	100
ptn-211	211	株式会社吉田管工	892-0842	鹿児島県鹿児島市東千石町1-38	03-1210-5210	info@partner211.co.jp	03-1210-5211	https://www.partner211.co.jp	15	0	20	山田太郎	2018	1100000000	110
ptn-212	212	山本空調有限会社	900-0015	沖縄県那覇市久茂地1-1-1	04-1211-5211	info@partner212.co.jp	04-1211-5212	https://www.partner212.co.jp	16	0.5	21	田中一郎	2019	1200000000	120
ptn-213	213	合同会社松本造園	001-0011	北海道札幌市北区北11条西4-2-1	05-1212-5212	info@partner213.co.jp	05-1212-5213		17	1	22	佐藤次郎	2020	1300000000	130
ptn-214	214	井上エンジニアリング株式会社	030-0801	青森県青森市新町1-3-7	06-1213-5213	info@partner214.co.jp	06-1213-5214	https://www.partner214.co.jp	18	1.5	23	鈴木三郎	1950	1400000000	140
ptn-215	215	有限会社木村テクノ	020-0022	岩手県盛岡市大通1-2-1	07-1214-5214	info@partner215.co.jp	07-1214-5215	https://www.partner215.co.jp	19	2	24	高橋四郎	1951	1500000000	150
ptn-216	216	林技研合同会社	980-0021	宮城県仙台市青葉区中央2-9-27	08-1215-5215	info@partner216.co.jp	08-1215-5216	https://www.partner216.co.jp	20	2.5	25	渡辺五郎	1952	1600000000	160
ptn-217	217	株式会社斎藤建設	010-0001	秋田県秋田市中通1-4-3	03-1216-5216	info@partner217.co.jp	03-1216-5217		21	3	26	伊藤六郎	1953	1700000000	170
ptn-218	218	清水土木有限会社	990-0039	山形県山形市香澄町1-3-15	04-1217-5217	info@partner218.co.jp	04-1217-5218	https://www.partner218.co.jp	22	0	27	中村七郎	1954	1800000000	180
ptn-219	219	合同会社森工業	960-8031	福島県福島市栄町11-25	05-1218-5218	info@partner219.co.jp	05-1218-5219	https://www.partner219.co.jp	23	0.5	28	小林八郎	1955	1900000000	190
ptn-220	220	池田工務店株式会社	310-0801	茨城県水戸市桜川1-1-25	06-1219-5219	info@partner220.co.jp	06-1219-5220	https://www.partner220.co.jp	24	1	29	加藤九郎	1956	2000000000	200
ptn-221	221	有限会社橋本組	320-0033	栃木県宇都宮市本町4-15	07-1220-5220	info@partner221.co.jp	07-1220-5221		25	1.5	30	吉田十郎	1957	2100000000	210
ptn-222	222	石川土建合同会社	371-0026	群馬県前橋市大手町1-1-1	08-1221-5221	info@partner222.co.jp	08-1221-5222	https://www.partner222.co.jp	26	2	31	山本勝男	1958	2200000000	220
ptn-223	223	株式会社前田建築	330-0854	埼玉県さいたま市大宮区桜木町1-7-5	03-1222-5222	info@partner223.co.jp	03-1222-5223	https://www.partner223.co.jp	27	2.5	32	松本正雄	1959	2300000000	230
ptn-224	224	小川設備有限会社	260-0015	千葉県千葉市中央区富士見2-3-1	04-1223-5223	info@partner224.co.jp	04-1223-5224	https://www.partner224.co.jp	28	3	33	井上誠	1960	2400000000	240
ptn-225	225	合同会社長谷川電気	100-0005	東京都千代田区丸の内1-9-1	05-1224-5224	info@partner225.co.jp	05-1224-5225		29	0	34	木村健一	1961	2500000000	250
ptn-226	226	藤田舗装株式会社	135-0061	東京都江東区豊洲3-3-3	06-1225-5225	info@partner226.co.jp	06-1225-5226	https://www.partner226.co.jp	30	0.5	35	林和夫	1962	2600000000	260
ptn-227	227	有限会社岡田塗装	160-0023	東京都新宿区西新宿2-8-1	07-1226-5226	info@partner227.co.jp	07-1226-5227	https://www.partner227.co.jp	31	1	36	斎藤幸男	1963	2700000000	270
ptn-228	228	後藤防水合同会社	108-0075	東京都港区港南2-16-1	08-1227-5227	info@partner228.co.jp	08-1227-5228	https://www.partner228.co.jp	32	1.5	37	清水浩二	1964	2800000000	280
ptn-229	229	株式会社近藤管工	220-0004	神奈川県横浜市西区北幸1-11-1	03-1228-5228	info@partner229.co.jp	03-1228-5229		33	2	38	森隆夫	1965	2900000000	290
ptn-230	230	坂本空調有限会社	222-0033	神奈川県横浜市港北区新横浜2-3-19	04-1229-5229	info@partner230.co.jp	04-1229-5230	https://www.partner230.co.jp	34	2.5	39	池田英二	1966	3000000000	300
ptn-231	231	合同会社遠藤造園	950-0087	新潟県新潟市中央区東大通1-2-23	05-1230-5230	info@partner231.co.jp	05-1230-5231	https://www.partner231.co.jp	35	3	40	橋本正義	1967	3100000000	310
ptn-232	232	青木エンジニアリング株式会社	930-0004	富山県富山市桜橋通り3-1	06-1231-5231	info@partner232.co.jp	06-1231-5232	https://www.partner232.co.jp	36	0	41	石川進	1968	3200000000	320
ptn-233	233	有限会社村上テクノ	920-0856	石川県金沢市昭和町16-1	07-1232-5232	info@partner233.co.jp	07-1232-5233		37	0.5	42	前田俊夫	1969	3300000000	330
ptn-234	234	太田技研合同会社	910-0006	福井県福井市中央1-2-1	08-1233-5233	info@partner234.co.jp	08-1233-5234	https://www.partner234.co.jp	38	1	43	小川明	1970	3400000000	340
ptn-235	235	株式会社金子建設	400-0031	山梨県甲府市丸の内1-6-1	03-1234-5234	info@partner235.co.jp	03-1234-5235	https://www.partner235.co.jp	39	1.5	44	長谷川守	1971	3500000000	350
ptn-236	236	藤井土木有限会社	380-0936	長野県長野市岡田178-13	04-1235-5235	info@partner236.co.jp	04-1235-5236	https://www.partner236.co.jp	40	2	45	藤田弘	1972	3600000000	360
ptn-237	237	合同会社福田工業	500-8175	岐阜県岐阜市長住町2-6	05-1236-5236	info@partner237.co.jp	05-1236-5237		41	2.5	46	岡田功	1973	3700000000	370
ptn-238	238	西村工務店株式会社	420-0853	静岡県静岡市葵区追手町9-6	06-1237-5237	info@partner238.co.jp	06-1237-5238	https://www.partner238.co.jp	42	3	47	後藤隆	1974	3800000000	380
ptn-239	239	有限会社三浦組	460-0003	愛知県名古屋市中区錦1-18-22	07-1238-5238	info@partner239.co.jp	07-1238-5239	https://www.partner239.co.jp	43	0	48	近藤誠一	1975	3900000000	390
ptn-240	240	岡本土建合同会社	514-0009	三重県津市羽所町700	08-1239-5239	info@partner240.co.jp	08-1239-5240	https://www.partner240.co.jp	44	0.5	49	坂本龍馬	1976	4000000000	400
ptn-241	241	株式会社中島建築	520-0044	滋賀県大津市京町3-1-1	03-1240-5240	info@partner241.co.jp	03-1240-5241		45	1	50	山田太郎	1977	4100000000	410
ptn-242	242	松田設備有限会社	604-8005	京都府京都市中京区河原町通三条上る	04-1241-5241	info@partner242.co.jp	04-1241-5242	https://www.partner242.co.jp	46	1.5	51	田中一郎	1978	4200000000	420
ptn-243	243	合同会社原田電気	530-0001	大阪府大阪市北区梅田1-11-4	05-1242-5242	info@partner243.co.jp	05-1242-5243	https://www.partner243.co.jp	47	2	52	佐藤次郎	1979	4300000000	430
ptn-244	244	小野舗装株式会社	542-0076	大阪府大阪市中央区難波5-1-60	06-1243-5243	info@partner244.co.jp	06-1243-5244	https://www.partner244.co.jp	48	2.5	53	鈴木三郎	1980	4400000000	440
ptn-245	245	有限会社田村塗装	650-0021	兵庫県神戸市中央区三宮町1-9-1	07-1244-5244	info@partner245.co.jp	07-1244-5245		49	3	54	高橋四郎	1981	4500000000	450
ptn-246	246	竹内防水合同会社	630-8115	奈良県奈良市大宮町1-1-25	08-1245-5245	info@partner246.co.jp	08-1245-5246	https://www.partner246.co.jp	50	0	55	渡辺五郎	1982	4600000000	460
ptn-247	247	株式会社中川管工	640-8203	和歌山県和歌山市東蔵前丁3-6	03-1246-5246	info@partner247.co.jp	03-1246-5247	https://www.partner247.co.jp	51	0.5	56	伊藤六郎	1983	4700000000	470
ptn-248	248	和田空調有限会社	680-0833	鳥取県鳥取市末広温泉町160	04-1247-5247	info@partner248.co.jp	04-1247-5248	https://www.partner248.co.jp	52	1	57	中村七郎	1984	4800000000	480
ptn-249	249	合同会社石井造園	690-0887	島根県松江市殿町111	05-1248-5248	info@partner249.co.jp	05-1248-5249		53	1.5	58	小林八郎	1985	4900000000	490
ptn-250	250	上田エンジニアリング株式会社	700-0821	岡山県岡山市北区中山下1-8-45	06-1249-5249	info@partner250.co.jp	06-1249-5250	https://www.partner250.co.jp	54	2	59	加藤九郎	1986	5000000000	500
