index	Unnamed: 0	Unnamed: 1	Unnamed: 2	区分	入札公告（現在募集中）	入札公告（現在募集中）2	備考	落札情報（過去）	落札情報（過去）2	備考.1
411	航空自衛隊	芦屋基地			<a href='nan'>nan</a>			<a href='https://www.mod.go.jp/asdf/ashiya/choutatsu/'>https://www.mod.go.jp/asdf/ashiya/choutatsu/</a>	https://www.mod.go.jp/asdf/ashiya/choutatsu/	「令和５年度建設工事発注実績」に記載
412	航空自衛隊	芦屋基地			<a href='nan'>nan</a>			<a href='https://www.mod.go.jp/asdf/ashiya/choutatsu/'>https://www.mod.go.jp/asdf/ashiya/choutatsu/</a>	https://www.mod.go.jp/asdf/ashiya/choutatsu/	「令和６年度建設工事発注実績」に記載
413	航空自衛隊	春日基地	西部航空警戒管制団	入札情報	<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/4a-bid-announcement.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/4a-bid-announcement.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/4a-bid-announcement.htm		<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/nyusatukekka6nendo.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/nyusatukekka6nendo.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/nyusatukekka6nendo.htm	「・工事入札結果」に記載。令和4.5年は開けず
414	航空自衛隊	春日基地		糧食入札情報	<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/provisions4.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/provisions4.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/provisions4.htm		<a href='nan'>nan</a>		「・総合評価落札方式による入札結果」に記載
415	航空自衛隊	春日基地		オープンカウンター方式	<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/OC.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/OC.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/OC.htm		<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/OC.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/OC.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/OC.htm	「オープンカウンター方式による見積依頼・結果について」に記載
416	航空自衛隊	春日基地		発注予定工事	<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/tyoutatujouhou.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/tyoutatujouhou.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/tyoutatujouhou.htm	「・発注予定工事　令和６年度」に記載	<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/koujijouhou.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/koujijouhou.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/koujijouhou.htm	「・公共調達の適正化に基づく競争入札にかかる情報の公表」に記載（令和5年度）
417	航空自衛隊	春日基地			<a href='nan'>nan</a>			<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/koujijouhou6nendo.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/koujijouhou6nendo.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/koujijouhou6nendo.htm	「・公共調達の適正化に基づく競争入札にかかる情報の公表」に記載（令和6年度）
418	航空自衛隊	春日基地			<a href='nan'>nan</a>			<a href='https://www.mod.go.jp/asdf/kasuga/second/kaikei/teinyuusatukekka.htm'>https://www.mod.go.jp/asdf/kasuga/second/kaikei/teinyuusatukekka.htm</a>	https://www.mod.go.jp/asdf/kasuga/second/kaikei/teinyuusatukekka.htm	「・低入札価格調査結果」（令和6年）令和4.5年は開けず
419	航空自衛隊	新田原基地	第5航空団	入札情報	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	「入札情報」以下に記載	<a href='nan'>nan</a>		
420	航空自衛隊	新田原基地		工事情報	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	「令和６年度発注工事予定」に記載	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	「令和６年度建設工事発注実績」以下に記載
421	航空自衛隊	新田原基地			<a href='nan'>nan</a>			<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	「 令和５年度建設工事発注実績」以下に記載
422	航空自衛隊	新田原基地		オープンカウンター方式	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	オープンカウンター方式「見積依頼について」に記載	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	オープンカウンター方式「見積結果について」に記載
423	航空自衛隊	新田原基地		公募公告	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	「厚生「公募公告」に記載」に記載	<a href='https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/'>https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/</a>	https://www.mod.go.jp/asdf/nyutabaru/08cyoutatsu/	厚生「公募結果」に記載
424	航空自衛隊	那覇基地	第9航空団	入札情報	<a href='https://www.mod.go.jp/asdf/naha/acs/custom.html'>https://www.mod.go.jp/asdf/naha/acs/custom.html</a>	https://www.mod.go.jp/asdf/naha/acs/custom.html		<a href='https://www.mod.go.jp/asdf/naha/acs/custom4.html'>https://www.mod.go.jp/asdf/naha/acs/custom4.html</a>	https://www.mod.go.jp/asdf/naha/acs/custom4.html	工事入札結果
425	航空自衛隊	那覇基地		オープンカウンター方式	<a href='https://www.mod.go.jp/asdf/naha/acs/custom1.html'>https://www.mod.go.jp/asdf/naha/acs/custom1.html</a>	https://www.mod.go.jp/asdf/naha/acs/custom1.html		<a href='https://www.mod.go.jp/asdf/naha/acs/custom5.html'>https://www.mod.go.jp/asdf/naha/acs/custom5.html</a>	https://www.mod.go.jp/asdf/naha/acs/custom5.html	月別に記載
426	航空自衛隊	那覇基地		公共調達	<a href='nan'>nan</a>			<a href='https://www.mod.go.jp/asdf/naha/acs/custom2.html'>https://www.mod.go.jp/asdf/naha/acs/custom2.html</a>	https://www.mod.go.jp/asdf/naha/acs/custom2.html	月別に記載
427	航空自衛隊	那覇基地		発注予定工事	<a href='https://www.mod.go.jp/asdf/naha/acs/custom3.html'>https://www.mod.go.jp/asdf/naha/acs/custom3.html</a>	https://www.mod.go.jp/asdf/naha/acs/custom3.html		<a href='nan'>nan</a>		
428	航空自衛隊	那覇基地			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
429	航空自衛隊	那覇基地			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
430	航空自衛隊	那覇基地			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
431	航空自衛隊	那覇基地			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
432	地方防衛局	那覇基地			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
433	地方防衛局	北海道防衛局		（R6）工事(一般競争）	<a href='https://tinyurl.com/2cddfcbx'>https://tinyurl.com/2cddfcbx</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_kouji_ippan_hokkaido		<a href='https://tinyurl.com/27vd7qvp'>https://tinyurl.com/27vd7qvp</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06/index.html#kekka_kouji	（R6)工事
434	地方防衛局	北海道防衛局		（R6）工事・後工事の公示	<a href='https://tinyurl.com/2a3jvqpq'>https://tinyurl.com/2a3jvqpq</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_kouji_atokouji_hokkaido	記載なし	<a href='https://tinyurl.com/22q3fuxx'>https://tinyurl.com/22q3fuxx</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06/index.html#kekka_gyoumu	（R6)業務
435	地方防衛局	北海道防衛局		（R6）工事・企画競争の公示	<a href='https://tinyurl.com/2cxhy5av'>https://tinyurl.com/2cxhy5av</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_kouji_kikaku_hokkaido		<a href='https://tinyurl.com/2c7l5a6v'>https://tinyurl.com/2c7l5a6v</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/index.html	（R6)随意契約（オープンカウンター）
436	地方防衛局	北海道防衛局		（R6）業務（一般競争）	<a href='https://tinyurl.com/23f77uom'>https://tinyurl.com/23f77uom</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_gyoumu_ippan_hokkaido		<a href='https://tinyurl.com/2dptcc7a'>https://tinyurl.com/2dptcc7a</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr05/index.html#kekka_kouji	（R5)工事
437	地方防衛局	北海道防衛局		（R6）業務・企画競争の公示	<a href='https://tinyurl.com/29wy6uq4'>https://tinyurl.com/29wy6uq4</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_gyoumu_kikaku_hokkaido		<a href='https://tinyurl.com/27lrvz7d'>https://tinyurl.com/27lrvz7d</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr05/index.html#kekka_gyoumu	（R5)業務
438	地方防衛局	北海道防衛局		（R6）業務（公募型プロポーザル）	<a href='https://tinyurl.com/2cy6j6p7'>https://tinyurl.com/2cy6j6p7</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_gyoumu_koubo_hokkaido		<a href='https://tinyurl.com/22aeff7t'>https://tinyurl.com/22aeff7t</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr05open/index.html	（R5)随意契約（オープンカウンター）
439	地方防衛局	北海道防衛局		（R6）物品及び役務等（一般競争入札）	<a href='https://tinyurl.com/29wgr2yl'>https://tinyurl.com/29wgr2yl</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_buppin_ippan_hokkaido		<a href='https://tinyurl.com/257vjpps'>https://tinyurl.com/257vjpps</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr04/index.html#kekka_kouji	（R4)工事
440	地方防衛局	北海道防衛局		(R6)物品及び役務等・公募	<a href='https://tinyurl.com/2yn964cl'>https://tinyurl.com/2yn964cl</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_buppin_koubo_hokkaido	記載なし	<a href='https://tinyurl.com/29a5urm5'>https://tinyurl.com/29a5urm5</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr04/index.html#kekka_gyoumu	（R4)業務
441	地方防衛局	北海道防衛局		(R6)物品及び役務等・企画競争	<a href='https://tinyurl.com/22n7o9du'>https://tinyurl.com/22n7o9du</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_buppin_kikaku_hokkaido	記載なし	<a href='https://tinyurl.com/25e5ejy2'>https://tinyurl.com/25e5ejy2</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr04open/index.html	（R4)随意契約（オープンカウンター）
442	地方防衛局	北海道防衛局		(R6)物品及び役務等 随意契約（オープンカウンター）	<a href='https://tinyurl.com/2xw764de'>https://tinyurl.com/2xw764de</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_buppin_zuii_hokkaido		<a href='nan'>nan</a>		
443	地方防衛局	北海道防衛局		（R6）工事・随意契約（オープンカウンター）	<a href='https://tinyurl.com/26s8ff7t'>https://tinyurl.com/26s8ff7t</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_honkyoku/index.html#koukoku_kouji_zuii_hokkaido	記載なし	<a href='https://tinyurl.com/2cfetol9'>https://tinyurl.com/2cfetol9</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06eci/index.html	（R6)技術提案・交渉方式（技術協力・施工タイプ）
444	地方防衛局	北海道防衛局			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
445	地方防衛局	北海道防衛局		(R5)工事・一般競争	<a href='https://tinyurl.com/28qmkuv3'>https://tinyurl.com/28qmkuv3</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_kouji_ippan_hokkaido		<a href='https://tinyurl.com/24o9qx6n'>https://tinyurl.com/24o9qx6n</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/teinyuu/index.html#teinyuu_r5_hokkaido	（R6)低入札価格調査
446	地方防衛局	北海道防衛局		(R5)工事・後工事の公示	<a href='https://tinyurl.com/2asofgd2'>https://tinyurl.com/2asofgd2</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_kouji_atokouji_hokkaido	記載なし	<a href='https://tinyurl.com/25gmwu5e'>https://tinyurl.com/25gmwu5e</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/teinyuu/index.html#teinyuu_r4_hokkaido	（R5)低入札価格調査
447	地方防衛局	北海道防衛局		(R5)工事・企画競争の公示	<a href='https://tinyurl.com/2y57r6bj'>https://tinyurl.com/2y57r6bj</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_kouji_kikaku_hokkaido	記載なし	<a href='nan'>nan</a>		
448	地方防衛局	北海道防衛局		(R5)業務・一般競争	<a href='https://tinyurl.com/2bm595pv'>https://tinyurl.com/2bm595pv</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_gyoumu_ippan_hokkaido		<a href='https://tinyurl.com/238q744o'>https://tinyurl.com/238q744o</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o01.pdf	(随意）広報誌印刷等（単価契約）：PDF形式
449	地方防衛局	北海道防衛局		(R5)業務・企画競争の公示	<a href='https://tinyurl.com/2axouthu'>https://tinyurl.com/2axouthu</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_gyoumu_kikaku_hokkaido		<a href='https://tinyurl.com/28y5g437'>https://tinyurl.com/28y5g437</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o02.pdf	(随意）標識ロープほか５４の購入：PDF形式
450	地方防衛局	北海道防衛局		(R5)業務・公募型プロポーザル	<a href='https://tinyurl.com/2bnu6bde'>https://tinyurl.com/2bnu6bde</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_gyoumu_koubo_hokkaido	記載なし	<a href='https://tinyurl.com/273v44qy'>https://tinyurl.com/273v44qy</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o03.pdf	(随意）事務用品等購入：PDF形式
451	地方防衛局	北海道防衛局		(R5)公示・随意契約（オープンカウンター）	<a href='https://tinyurl.com/2cokgg2z'>https://tinyurl.com/2cokgg2z</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_kouji_zuii_hokkaido	記載なし	<a href='https://tinyurl.com/28bm2vv3'>https://tinyurl.com/28bm2vv3</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o04.pdf	(随意）ゴミ収集業務単価契約：PDF形式
452	地方防衛局	北海道防衛局		(R5)物品及び役務等・一般競争入札	<a href='https://tinyurl.com/2879ybjl'>https://tinyurl.com/2879ybjl</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_buppin_ippan_hokkaido		<a href='https://tinyurl.com/23l58s47'>https://tinyurl.com/23l58s47</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o05.pdf	(随意）移転措置事業に伴う不動産鑑定評価業務：PDF形式
453	地方防衛局	北海道防衛局		(R5)物品及び役務等・公募	<a href='https://tinyurl.com/23axdb34'>https://tinyurl.com/23axdb34</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_buppin_koubo_hokkaido	記載なし	<a href='https://tinyurl.com/2yp58zg3'>https://tinyurl.com/2yp58zg3</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o06.pdf	(随意）床コンパネ等敷設業務：PDF形式
454	地方防衛局	北海道防衛局		(R5)物品及び役務等・企画競争	<a href='https://tinyurl.com/2dqrakxc'>https://tinyurl.com/2dqrakxc</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_buppin_kikaku_hokkaido	記載なし	<a href='https://tinyurl.com/28qgum9t'>https://tinyurl.com/28qgum9t</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o07.pdf	(随意）清掃等業務：PDF形式
455	地方防衛局	北海道防衛局		(R5)物品及び役務等・随意契約（オープンカウンター）	<a href='https://tinyurl.com/2bnvvn5g'>https://tinyurl.com/2bnvvn5g</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku05/index.html#koukoku_buppin_zuii_hokkaido		<a href='https://tinyurl.com/25nyqbax'>https://tinyurl.com/25nyqbax</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o08.pdf	(随意）英会話研修：PDF形式
456	地方防衛局	北海道防衛局			<a href='nan'>nan</a>			<a href='https://tinyurl.com/27ssdru7'>https://tinyurl.com/27ssdru7</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o09.pdf	(随意）２階北側書庫改修等業務：PDF形式
457	地方防衛局	北海道防衛局		(R7)工事・業務発注予定	<a href='https://tinyurl.com/24vl6nat'>https://tinyurl.com/24vl6nat</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/index.html#keiyaku_yotei		<a href='https://tinyurl.com/24t52f2j'>https://tinyurl.com/24t52f2j</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o10.pdf	(随意）施設用品の購入：PDF形式
458	地方防衛局	北海道防衛局		（R6)工事・業務発注予定	<a href='https://tinyurl.com/24vl6nat'>https://tinyurl.com/24vl6nat</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/index.html#keiyaku_yotei		<a href='https://tinyurl.com/25xsmqtu'>https://tinyurl.com/25xsmqtu</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkahr06open/pdf/o11.pdf	(随意）事務用品等購入（その４）：PDF形式
459	地方防衛局	北海道防衛局		北海道地方各発注機関の発注見通し：市町村（空知総合振興局）	<a href='https://tinyurl.com/24hy7tzg'>https://tinyurl.com/24hy7tzg</a>	https://www.hkd.mlit.go.jp/ky/jg/koujikanri/ud49g7000000pdqv-att/slo5pa0000007zxe.pdf	PDF	<a href='nan'>nan</a>		
460	地方防衛局	北海道防衛局		北海道地方各発注機関の発注見通し：市町村（胆振総合振興局）	<a href='https://tinyurl.com/22jbhcgf'>https://tinyurl.com/22jbhcgf</a>	https://www.hkd.mlit.go.jp/ky/jg/koujikanri/ud49g7000000pdqv-att/slo5pa000001hene.pdf	PDF	<a href='nan'>nan</a>		
461	地方防衛局	北海道防衛局		北海道地方各発注機関の発注見通し：市町村（日高振興局）	<a href='https://tinyurl.com/25vn6szd'>https://tinyurl.com/25vn6szd</a>	https://www.hkd.mlit.go.jp/ky/jg/koujikanri/ud49g7000000pdqv-att/splaat0000020c5b.pdf	PDF	<a href='nan'>nan</a>		
462	地方防衛局	北海道防衛局		北海道地方各発注機関の発注見通し：市町村（十勝総合振興局）	<a href='https://tinyurl.com/23skphm9'>https://tinyurl.com/23skphm9</a>	https://www.hkd.mlit.go.jp/ky/jg/koujikanri/ud49g7000000pdqv-att/slo5pa0000013m07.pdf	PDF	<a href='nan'>nan</a>		
463	地方防衛局	北海道防衛局			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
464	地方防衛局	北海道防衛局		（R6)指名停止措置	<a href='https://tinyurl.com/24mj3zl5'>https://tinyurl.com/24mj3zl5</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_060826.pdf	PDF	<a href='nan'>nan</a>		
465	地方防衛局	北海道防衛局			<a href='https://tinyurl.com/279vnwqs'>https://tinyurl.com/279vnwqs</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_060426.pdf	PDF	<a href='nan'>nan</a>		
466	地方防衛局	北海道防衛局		（R5)指名停止措置	<a href='https://tinyurl.com/2bl8bsfu'>https://tinyurl.com/2bl8bsfu</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_060219.pdf	PDF	<a href='nan'>nan</a>		
467	地方防衛局	北海道防衛局			<a href='https://tinyurl.com/25yyhr54'>https://tinyurl.com/25yyhr54</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_060117.pdf	PDF	<a href='nan'>nan</a>		
468	地方防衛局	北海道防衛局			<a href='https://tinyurl.com/26uc58bk'>https://tinyurl.com/26uc58bk</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_051005.pdf	PDF	<a href='nan'>nan</a>		
469	地方防衛局	北海道防衛局			<a href='https://tinyurl.com/23bmqnmh'>https://tinyurl.com/23bmqnmh</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_050727.pdf	PDF	<a href='nan'>nan</a>		
470	地方防衛局	北海道防衛局			<a href='https://tinyurl.com/225me9rd'>https://tinyurl.com/225me9rd</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_050615_1.pdf	PDF	<a href='nan'>nan</a>		
471	地方防衛局	北海道防衛局			<a href='https://tinyurl.com/24rt5rr5'>https://tinyurl.com/24rt5rr5</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/pdf/h_050615_2.pdf	PDF	<a href='nan'>nan</a>		
472	地方防衛局	北海道防衛局			<a href='nan'>nan</a>			<a href='nan'>nan</a>		
473	地方防衛局	北海道防衛局		排除措置	<a href='https://tinyurl.com/233knlz4'>https://tinyurl.com/233knlz4</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/index.html#shimei_teishi	記載なし	<a href='nan'>nan</a>		
474	地方防衛局	北海道防衛局		排除取りやめ措置	<a href='https://tinyurl.com/233knlz4'>https://tinyurl.com/233knlz4</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/shimeiteisi_haizyo/shimei/index.html#shimei_teishi	記載なし	<a href='nan'>nan</a>		
475	地方防衛局	帯広防衛支局		(R7)工事・業務発注予定	<a href='https://tinyurl.com/24vl6nat'>https://tinyurl.com/24vl6nat</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/index.html#keiyaku_yotei	記載なし	<a href='https://tinyurl.com/2alsugzh'>https://tinyurl.com/2alsugzh</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor06/index.html#kekka_kouji	(R6)工事
476	地方防衛局	帯広防衛支局		（R6)工事・業務発注予定	<a href='https://tinyurl.com/24vl6nat'>https://tinyurl.com/24vl6nat</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/index.html#keiyaku_yotei		<a href='https://tinyurl.com/2d4huztt'>https://tinyurl.com/2d4huztt</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor06/index.html#kekka_gyoumu	(R6)業務
477	地方防衛局	帯広防衛支局			<a href='nan'>nan</a>			<a href='https://tinyurl.com/22aey9og'>https://tinyurl.com/22aey9og</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor06open/index.html	(R6)オープンカウンター
478	地方防衛局	帯広防衛支局		（R6）工事(一般競争）	<a href='https://tinyurl.com/2b3vnqrj'>https://tinyurl.com/2b3vnqrj</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_obihiro/index.html#koukoku_kouji_ippan_obihiro		<a href='https://tinyurl.com/237r8p9d'>https://tinyurl.com/237r8p9d</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor05/index.html#kekka_kouji	(R5)工事
479	地方防衛局	帯広防衛支局		（R6）工事・後工事の公示	<a href='https://tinyurl.com/2ywyn5a4'>https://tinyurl.com/2ywyn5a4</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_obihiro/index.html#koukoku_kouji_atokouji_obihiro		<a href='https://tinyurl.com/29mppt68'>https://tinyurl.com/29mppt68</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor05/index.html#kekka_gyoumu	(R5)業務
480	地方防衛局	帯広防衛支局		（R6）工事・企画競争の公示	<a href='https://tinyurl.com/22bfvrg6'>https://tinyurl.com/22bfvrg6</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_obihiro/index.html#koukoku_kouji_kikaku_obihiro		<a href='https://tinyurl.com/28o8wblk'>https://tinyurl.com/28o8wblk</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor05open/index.html	(R5)オープンカウンター
481	地方防衛局	帯広防衛支局		（R6）業務（一般競争）	<a href='https://tinyurl.com/2dclrzf2'>https://tinyurl.com/2dclrzf2</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_obihiro/index.html#koukoku_gyoumu_ippan_obihiro		<a href='https://tinyurl.com/26s7a5f5'>https://tinyurl.com/26s7a5f5</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor04/index.html#kekka_kouji	(R4)工事
482	地方防衛局	帯広防衛支局		（R6）業務・企画競争の公示	<a href='https://tinyurl.com/28tue3ow'>https://tinyurl.com/28tue3ow</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_obihiro/index.html#koukoku_gyoumu_kikaku_obihiro		<a href='https://tinyurl.com/2529363g'>https://tinyurl.com/2529363g</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor04/index.html#kekka_gyoumu	(R4)業務
483	地方防衛局	帯広防衛支局		（R6）業務（公募型プロポーザル）	<a href='https://tinyurl.com/259vlxse'>https://tinyurl.com/259vlxse</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/koukoku06_obihiro/index.html#koukoku_gyoumu_koubo_obihiro		<a href='https://tinyurl.com/229fanje'>https://tinyurl.com/229fanje</a>	https://www.mod.go.jp/rdb/hokkaido/keiyaku/kekkaor04open/index.html	(R4)オープンカウンター
